,Date,State_abb,State,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,Free Treatment,Early RX Refills,SEP,Waiver 1135,Paid Sick Leave,stay_at_home,non_essential_business_closure,large_gathering_ban,school_closure,bar_restaurant_limits,primary_election_postponed,emergency_declaration,adult_under_60,adult_over_60,risk_under_60,risk_over_60,hospital_beds,beds_per_thousand,total_chc,total_chc_delivery_sites
369,2020-02-05,WI,Wisconsin,"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,43.0731,-89.4012,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,143,755","1,401,735","402,490","1,401,730","12,103",2.08,17.0,143
370,2020-02-01,CA,California,"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,33.7879,-117.8531,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
371,2020-02-29,OR,Oregon,"Portland, OR",US,2020-02-29 02:23:11,1.0,0.0,0.0,45.5051,-122.675,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"2,299,991","1,036,369","411,130","1,036,370","6,889",1.65,30.0,232
372,2020-03-01,RI,Rhode Island,"Providence, RI",US,2020-03-01 15:33:03,1.0,0.0,0.0,41.824,-71.4128,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"589,646","266,204","96,990","266,210","2,187",2.07,8.0,52
373,2020-02-13,TX,Texas,"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,29.4241,-98.4936,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
374,2020-02-25,AZ,Arizona,"Tempe, AZ",US,2020-02-25 21:23:03,1.0,0.0,1.0,33.4255,-111.94,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
375,2020-02-24,TX,Texas,"Lackland, TX",US,2020-02-24 23:33:02,0.0,0.0,0.0,29.3829,-98.6134,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
376,2020-02-24,NE,Nebraska,"Omaha, NE",US,2020-02-24 23:33:02,0.0,0.0,0.0,41.2545,-95.9758,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"1,025,529","435,081","148,520","435,080","6,842",3.55,7.0,45
377,2020-02-24,CA,California,"Travis, CA",US,2020-02-24 23:33:02,0.0,0.0,0.0,38.2721,-121.9399,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
378,2020-02-01,IL,Illinois,"Chicago, IL",US,2020-02-01 19:43:03,2.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
379,2020-02-01,MA,Massachusetts,"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
380,2020-02-01,CA,California,"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
381,2020-02-01,CA,California,"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
382,2020-02-01,CA,California,"Santa Clara, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
383,2020-02-01,WA,Washington,"Seattle, WA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
384,2020-02-01,AZ,Arizona,"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
385,2020-02-01,IL,Illinois,"Chicago, IL",US,2020-02-01 19:43:03,2.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
386,2020-02-03,CA,California,"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
387,2020-02-03,CA,California,"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
388,2020-02-01,MA,Massachusetts,"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
389,2020-02-01,CA,California,"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
390,2020-02-01,CA,California,"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
391,2020-02-01,WA,Washington,"Seattle, WA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
392,2020-02-01,AZ,Arizona,"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
393,2020-01-31,IL,Illinois,Illinois,US,2020-01-31 23:59:00,2.0,,,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
394,2020-01-31,CA,California,California,US,2020-01-31 23:59:00,2.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
395,2020-01-31,WA,Washington,Washington,US,2020-01-31 23:59:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
396,2020-01-31,AZ,Arizona,Arizona,US,2020-01-31 23:59:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
397,2020-01-30,WA,Washington,Washington,US,2020-01-30 16:00:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
398,2020-01-30,IL,Illinois,Illinois,US,2020-01-30 16:00:00,1.0,,,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
399,2020-01-30,CA,California,California,US,2020-01-30 16:00:00,2.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
400,2020-01-30,AZ,Arizona,Arizona,US,2020-01-30 16:00:00,1.0,,,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
401,2020-02-21,NE,Nebraska,"Ashland, NE",US,2020-02-21 23:23:06,11.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"1,025,529","435,081","148,520","435,080","6,842",3.55,7.0,45
402,2020-02-21,CA,California,"Travis, CA",US,2020-02-21 23:23:06,5.0,0.0,0.0,,,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
403,2020-02-09,IL,Illinois,"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
404,2020-02-21,TX,Texas,"Lackland, TX",US,2020-02-21 23:23:06,2.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
405,2020-02-03,CA,California,"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
406,2020-02-21,CA,California,"San Diego County, CA",US,2020-02-21 05:43:02,2.0,0.0,1.0,,,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
407,2020-02-21,CA,California,"Santa Clara, CA",US,2020-02-21 05:23:04,2.0,0.0,1.0,,,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
408,2020-02-01,MA,Massachusetts,"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
409,2020-02-21,CA,California,"Humboldt County, CA",US,2020-02-21 05:13:09,1.0,0.0,0.0,,,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
410,2020-02-01,CA,California,"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
411,2020-02-05,WI,Wisconsin,"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,143,755","1,401,735","402,490","1,401,730","12,103",2.08,17.0,143
412,2020-02-01,CA,California,"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
413,2020-02-21,CA,California,"Sacramento County, CA",US,2020-02-21 23:13:16,1.0,0.0,0.0,,,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
414,2020-02-13,TX,Texas,"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
415,2020-02-09,WA,Washington,"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
416,2020-02-01,AZ,Arizona,"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
417,2020-02-09,IL,Illinois,"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
418,2020-02-03,CA,California,"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
419,2020-02-13,CA,California,"San Diego County, CA",US,2020-02-13 03:13:08,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
420,2020-02-03,CA,California,"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
421,2020-02-01,MA,Massachusetts,"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
422,2020-02-01,CA,California,"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
423,2020-02-05,WI,Wisconsin,"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,143,755","1,401,735","402,490","1,401,730","12,103",2.08,17.0,143
424,2020-02-01,CA,California,"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
425,2020-02-13,TX,Texas,"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,,,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
426,2020-02-09,WA,Washington,"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
427,2020-02-01,AZ,Arizona,"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,,,0,0,0,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
428,2020-03-17,NY,New York,New York,US,2020-03-17 22:53:03,1706.0,13.0,0.0,42.1657,-74.9481,0,0,1,0,1,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"11,130,182","4,597,048","1,651,410","4,597,050","51,927",2.66,62.0,760
429,2020-03-17,WA,Washington,Washington,US,2020-03-17 23:33:03,1076.0,55.0,1.0,47.4009,-121.4905,0,1,1,1,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"4,149,456","1,742,454","588,710","1,742,450","12,774",1.7,27.0,349
430,2020-03-17,CA,California,California,US,2020-03-17 22:53:03,698.0,12.0,6.0,36.1162,-119.6816,0,0,1,0,1,0.0,0.0,999.0,0.0,1.0,0.0,1.0,"22,523,811","8,282,499","3,122,640","8,282,500","72,511",1.84,177.0,"1,740"
431,2020-03-17,NJ,New Jersey,New Jersey,US,2020-03-17 20:13:22,267.0,3.0,1.0,40.2989,-74.521,0,0,0,0,1,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"5,008,891","2,069,589","749,200","2,069,580","20,901",2.35,23.0,129
432,2020-03-17,MA,Massachusetts,Massachusetts,US,2020-03-17 22:53:02,218.0,0.0,1.0,42.2302,-71.5301,1,0,1,0,1,0.0,0.0,999.0,1.0,1.0,0.0,1.0,3872650,1667210,493230,1667200,15649,2.27,39.0,276
433,2020-03-17,FL,Florida,Florida,US,2020-03-17 23:33:02,216.0,6.0,0.0,27.7663,-81.6868,0,1,0,1,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"11,219,768","5,986,562","2,011,240","5,986,560","54,744",2.58,47.0,610
434,2020-03-17,LA,Louisiana,Louisiana,US,2020-03-17 22:53:03,196.0,4.0,0.0,31.1695,-91.8678,0,1,0,0,0,0.0,0.0,999.0,1.0,1.0,1.0,1.0,"2,551,197","1,044,033","509,640","1,044,030","15,272",3.28,34.0,287
435,2020-03-17,IL,Illinois,Illinois,US,2020-03-17 22:53:03,161.0,1.0,2.0,40.3495,-88.9861,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"7,044,811","2,865,849","1,064,160","2,865,850","32,066",2.52,44.0,402
436,2020-03-17,CO,Colorado,Colorado,US,2020-03-17 22:53:03,160.0,2.0,0.0,39.0598,-105.3111,0,1,0,0,1,0.0,0.0,999.0,0.0,1.0,0.0,1.0,"3,242,253","1,202,617","414,030","1,202,620","10,574",1.86,20.0,215
437,2020-03-17,GA,Georgia,Georgia,US,2020-03-17 20:13:22,146.0,1.0,0.0,33.0406,-83.6431,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,1.0,1.0,"5,873,782","2,200,308","988,850","2,200,300","25,114",2.39,35.0,265
438,2020-03-17,PA,Pennsylvania,Pennsylvania,US,2020-03-17 23:13:10,112.0,0.0,0.0,40.5908,-77.2098,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"6,872,191","3,305,489","1,149,760","3,305,490","36,730",2.87,43.0,306
439,2020-03-17,TX,Texas,Texas,US,2020-03-17 20:13:22,110.0,1.0,0.0,31.0545,-97.5635,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"16,091,113","5,384,517","2,443,450","5,384,520","65,671",2.29,72.0,537
440,2020-03-17,TN,Tennessee,Tennessee,US,2020-03-17 23:13:10,74.0,0.0,0.0,35.7478,-86.6923,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"3,691,691","1,597,709","740,500","1,597,710","19,387",2.86,29.0,207
441,2020-03-17,WI,Wisconsin,Wisconsin,US,2020-03-17 20:13:22,72.0,0.0,1.0,44.2685,-89.6165,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,"3,143,755","1,401,735","402,490","1,401,730","12,103",2.08,17.0,143
442,2020-03-17,CT,Connecticut,Connecticut,US,2020-03-17 23:13:10,68.0,0.0,0.0,41.5978,-72.7554,0,0,1,0,1,0.0,0.0,999.0,0.0,0.0,0.0,0.0,"1,964,143","888,507","274,780","888,500","7,194",2.01,16.0,290
443,2020-03-17,OH,Ohio,Ohio,US,2020-03-17 20:53:02,67.0,0.0,0.0,40.3888,-82.7649,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,1.0,1.0,"6,239,876","2,871,054","1,085,450","2,871,060","33,157",2.84,47.0,304
444,2020-03-17,VA,Virginia,Virginia,US,2020-03-17 20:13:22,67.0,2.0,0.0,37.7693,-78.17,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"4,758,327","1,916,893","701,950","1,916,890","18,065",2.12,26.0,166
445,2020-03-17,OR,Oregon,Oregon,US,2020-03-17 23:13:10,66.0,1.0,0.0,44.572,-122.0709,0,0,0,0,1,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"2,299,991","1,036,369","411,130","1,036,370","6,889",1.65,30.0,232
446,2020-03-17,MI,Michigan,Michigan,US,2020-03-17 20:53:02,65.0,0.0,0.0,43.3266,-84.5361,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"5,371,485","2,458,685","931,030","2,458,690","24,949",2.5,38.0,302
447,2020-03-17,NC,North Carolina,North Carolina,US,2020-03-17 23:13:10,64.0,0.0,0.0,35.6301,-79.8064,0,0,0,0,0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"5,697,079","2,425,771","981,530","2,425,780","21,549",2.08,40.0,264
448,2020-03-17,MD,Maryland,Maryland,US,2020-03-17 16:13:14,60.0,0.0,3.0,39.0639,-76.8021,0,1,1,0,1,0.0,0.0,10.0,1.0,1.0,1.0,1.0,"3,376,067","1,374,623","537,290","1,374,620","11,577",1.92,17.0,129
449,2020-03-17,MN,Minnesota,Minnesota,US,2020-03-17 17:53:03,60.0,0.0,0.0,45.6945,-93.9002,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"3,029,819","1,305,981","375,540","1,305,980",13895,2.48,16.0,87
450,2020-03-17,NV,Nevada,Nevada,US,2020-03-17 23:33:02,56.0,1.0,0.0,38.3135,-117.0554,0,0,1,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"1,682,170","694,270","249,770","694,260","6,493",2.14,7.0,45
451,2020-03-17,UT,Utah,Utah,US,2020-03-17 20:53:02,51.0,0.0,0.0,40.15,-111.8624,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"1,728,836","509,354","240,110","509,360","5,767",1.83,13.0,60
452,2020-03-16,Unassigned Location,Unassigned Location,Diamond Princess,US,2020-03-16 16:53:06,47.0,0.0,0.0,35.4437,139.638,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,,,,,,,,
453,2020-03-17,SC,South Carolina,South Carolina,US,2020-03-17 23:13:10,47.0,1.0,0.0,33.8569,-80.945,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,"2,719,708","1,281,062","507,420","1,281,060","12,120",2.38,23.0,200
454,2020-03-17,AL,Alabama,Alabama,US,2020-03-17 23:13:10,39.0,0.0,0.0,32.3182,-86.9023,0,0,0,0,0,0.0,0.0,25.0,1.0,1.0,0.0,1.0,"2,620,083","1,190,177","566,450","1,190,180","15,278",3.13,15.0,144
455,2020-03-17,ME,Maine,Maine,US,2020-03-17 17:53:03,32.0,0.0,0.0,44.6939,-69.3819,0,1,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"700,623","388,697","125,360","388,690","3,400",2.54,18.0,156
456,2020-03-17,IN,Indiana,Indiana,US,2020-03-17 23:13:10,30.0,2.0,0.0,39.8494,-86.2583,0,0,0,0,0,0.0,0.0,999.0,0.0,1.0,0.0,1.0,"3,621,951","1,519,919","683,090","1,519,920","18,156",2.71,25.0,197
457,2020-03-17,KY,Kentucky,Kentucky,US,2020-03-17 23:33:02,26.0,1.0,1.0,37.6681,-84.6701,0,1,0,0,0,0.0,0.0,999.0,1.0,1.0,1.0,1.0,"2,384,137","1,087,273","492,520","1,087,270","14,329",3.21,24.0,324
458,2020-03-17,NH,New Hampshire,New Hampshire,US,2020-03-17 23:13:10,26.0,0.0,0.0,43.4525,-71.5639,0,1,0,0,0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"738,454","356,756","130,070","356,760","2,783",2.06,10.0,43
459,2020-03-16,IA,Iowa,Iowa,US,2020-03-16 23:53:03,23.0,0.0,0.0,42.0115,-93.2105,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"1,668,131","766,109","236,630","766,120","9,423",2.99,14.0,80
460,2020-03-17,NM,New Mexico,New Mexico,US,2020-03-17 23:13:10,23.0,0.0,0.0,34.8405,-106.2485,1,0,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"1,099,806","505,804","181,190","505,810","3,811",1.82,17.0,212
461,2020-03-17,RI,Rhode Island,Rhode Island,US,2020-03-17 20:53:02,23.0,0.0,0.0,41.6809,-71.5118,0,1,0,0,1,1.0,0.0,25.0,0.0,1.0,0.0,1.0,"589,646","266,204","96,990","266,210","2,187",2.07,8.0,52
462,2020-03-16,AR,Arkansas,Arkansas,US,2020-03-16 17:13:23,22.0,0.0,0.0,34.9697,-92.3731,0,0,0,0,0,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"1,598,536","722,684","356,880","722,680","9,517",3.16,12.0,142
463,2020-03-16,DC,District of Columbia,District of Columbia,US,2020-03-16 23:53:03,22.0,0.0,0.0,38.8974,-77.0268,0,1,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,450099,127311,51200,127310,3114,4.44,8.0,66
464,2020-03-17,Unassigned Location,Unassigned Location,Grand Princess,US,2020-03-17 20:53:02,21.0,0.0,0.0,37.6489,-122.6655,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,,,,,,,,
465,2020-03-17,MS,Mississippi,Mississippi,US,2020-03-17 17:53:03,21.0,0.0,0.0,32.7416,-89.6787,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"1,600,203","678,877","314,570","678,870","12,071",4.05,20.0,227
466,2020-03-17,NE,Nebraska,Nebraska,US,2020-03-17 17:53:03,21.0,0.0,0.0,41.1254,-98.2681,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"1,025,529","435,081","148,520","435,080","6,842",3.55,7.0,45
467,2020-03-17,AZ,Arizona,Arizona,US,2020-03-17 23:13:10,20.0,0.0,1.0,33.7298,-111.4312,0,0,0,0,1,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"3,810,152","1,687,168","633,770","1,687,160","13,846",1.93,20.0,188
468,2020-03-17,OK,Oklahoma,Oklahoma,US,2020-03-17 17:53:03,19.0,0.0,0.0,35.5653,-96.9289,0,0,0,0,0,0.0,0.0,999.0,1.0,0.0,0.0,1.0,"2,105,639","890,991","383,760","890,990","11,144",2.83,20.0,99
469,2020-03-17,KS,Kansas,Kansas,US,2020-03-17 23:13:10,18.0,1.0,0.0,38.5266,-96.7265,0,0,0,0,0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"1,544,045","668,545","235,430","668,550","9,659",3.32,18.0,91
470,2020-03-17,DE,Delaware,Delaware,US,2020-03-17 23:33:02,16.0,0.0,0.0,39.3185,-75.5071,0,1,0,0,0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,"518,403","250,717","87,190","250,720","2,101",2.18,3.0,17
471,2020-03-16,VT,Vermont,Vermont,US,2020-03-16 17:13:23,12.0,0.0,0.0,44.0459,-72.7107,0,0,0,0,1,0.0,0.0,999.0,1.0,1.0,0.0,1.0,"331,180","175,860","44,710","175,860","1,305",2.09,11.0,72
472,2020-03-17,MO,Missouri,Missouri,US,2020-03-17 23:33:02,11.0,0.0,0.0,38.4561,-92.2884,0,0,0,0,0,0.0,0.0,999.0,0.0,0.0,0.0,1.0,"3,301,102","1,461,538","618,360","1,461,530","18,749",3.06,29.0,270
